row_id,attack_id,language,original_claim,original_evidence,adversarial_claim,adversarial_evidence,gold_label,target_label,edit_granularity,technique_params,validity_flags,skip_reason
1006,CA_WORD_03_Jumbling,hi,केंद्र सरकार भविष्य में 'क्वांटम एआई' नाम से कोई सरकारी निवेश योजना शुरू करेगी।,"आकाशवाणी समाचार की रिपोर्ट मौजूदा वायरल निवेश वीडियो को फर्जी बताती है, लेकिन भविष्य में किसी योजना के संभावित आरंभ के बारे में पर्याप्त सूचना नहीं देती।",करेगी। सरकारी नाम में निवेश भविष्य एआई' से योजना सरकार शुरू कोई केंद्र 'क्वांटम,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1007,CA_WORD_03_Jumbling,hi,डाइटरी सप्लीमेंट बाजार में आने से पहले हमेशा प्रभावशीलता सिद्ध करते हैं।,एनसीसीआईएच के अनुसार निर्माता को डाइटरी सप्लीमेंट बाजार में आने से पहले उसकी सुरक्षा और प्रभावशीलता सिद्ध करना आवश्यक नहीं होता।,प्रभावशीलता हैं। करते डाइटरी बाजार सिद्ध सप्लीमेंट पहले हमेशा से में आने,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1008,CA_WORD_03_Jumbling,hi,माइग्रेन सिरदर्द विकारों में शामिल है।,डब्ल्यूएचओ माइग्रेन को प्राथमिक सिरदर्द विकार में शामिल करता है।,शामिल में माइग्रेन है। विकारों सिरदर्द,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1009,CA_WORD_03_Jumbling,hi,लेख में गुजरात सरकार द्वारा सूरत में नए भूकंपरोधी भवन निर्माण नियम तत्काल लागू करने की घोषणा का उल्लेख है।,लेख में ऐसे किसी नए भवन निर्माण नियम या सरकारी घोषणा का उल्लेख नहीं है।,भूकंपरोधी सूरत द्वारा की का निर्माण लागू तत्काल घोषणा गुजरात नियम भवन सरकार है। उल्लेख में में लेख नए करने,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1010,CA_WORD_03_Jumbling,hi,"हैंड ग्रेनेड डिज़ाइन वाला पेन ‘बम’ बताकर किया जा रहा है वायरल, यहां जानिए सच","सोशल मीडिया पर हैंड ग्रेनेड जैसी डिज़ाइन वाले कुछ पेंस की तस्वीरें वायरल हो रही हैं | दावा किया जा रहा है कि यह ‘पेन बम’ है और इसका बटन दबाते ही विस्फोट हो सकता हैं | ज़ी न्यूज़जैसे न्यूज चैनल औरन्यूज़फर्स्ट प्राइम,ऑल इंडिया मीडिया एसोसिएशनजैसे न्यूज पेज ने भी इसी दावे के साथ यह खबर प्रसारित की है। यूजर्स पोस्ट शेयर करते हुए लिख रहे हैं… सावधान! पुलिस की बड़ी चेतावनी! दिखने में साधारण पेन, लेकिन असल में है एक खतरनाक बम! पुलिस ने एडवाइजरी जारी कर सभी को ऐसे किसी भी संदिग्ध पेन से दूर रहने और सावधान रहने को कहा है। इसके संपर्क में आने से ब्लास्ट हो रहे हैं और जान का खतरा है। फेसबुक|फेसबुक|आर्काइव अनुसंधान से पता चलता है कि… जांच की शुरुआत में सबसे पहले हमने यह पता लगाया कि क्या वाकई में पुलिस प्रशासन या सरकार ने वास्तव में ऐसे किसी ‘पेन बम’ को लेकर कोई आधिकारिक चेतावनी जारी की है ? लेकिन हमें ऐसी कोई आधिकारिक सूचना या अलर्ट नहीं मिली जो वायरल दावे की पुष्टि करता हो। आगे रिवर्स इमेज सर्च करने पर पता चला कि वायरल तस्वीर में दिखाया गया यही पेनएट्सीई-कॉमर्स वेबसाइट पर बिक्री के लिए उपलब्ध है | वेबसाइट पर दी गई जानकारी के अनुसार, यह आर्मी थीम पर आधारित एक सामान्य लिखने वाला पेन है | आगे की जांच में पता चला कि इस उत्पाद का नाम ‘ग्रेनेड क्लिक पेन किट’ है | इसका निर्माण और बिक्री अमेरिकी कंपनी ‘पेन स्टेट इंडस्ट्रीज़’ द्वारा की जाती है | कंपनी की आधिकारिक जानकारी के अनुसार, यह केवल ग्रेनेड जैसी दिखने वाला एक सजावटी क्लिक पेन है, जिसमें सामान्य पार्कर इंक रिफिल का उपयोग होता है | पेन पर दिखाई देने वाला लीवर, स्प्रिंग और क्लिक मैकेनिज्म केवल रिफिल को बाहर और अंदर करने के लिए है | कंपनी के किसी भीआधिकारिक दस्तावेज़में डेटोनेटर, बैटरी या किसी विस्फोटक सामग्री का उल्लेख नहीं है | इससे स्पष्ट होता है कि यह एक सामान्य लिखने का पेन है, कोई विस्फोटक उपकरण नहीं | खंडन कुछ सोशल मीडिया पोस्ट में दावा किया गया कि इस पेन को लेकर चेतावनी बुलंदशहर पुलिस ने जारी की है | 15 जून को बुलंदशहर पुलिस ने सोशल मीडिया पर इस दावे का खंडन करते हुए यह स्पष्ट किया कि विभाग की ओर से ऐसा कोई अलर्ट या चेतावनी जारी नहीं की गई है | #_खण्डन#UPPolice#BulandshahrPolicepic.twitter.com/tbT6kmAdqa निष्कर्ष तथ्यों के","जा बताकर किया वायरल, हैंड डिज़ाइन पेन यहां ग्रेनेड रहा वाला जानिए सच है ‘बम’",,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1011,CA_WORD_03_Jumbling,hi,अजय देवगन की फिल्म 'चौहान' में विक्रांत मैसी की एंट्री हुई है।,"TV9 भारतवर्ष की रिपोर्ट कहती है, अजय देवगन की अपकमिंग फिल्म 'चौहान' को लेकर बड़ा अपडेट सामने आया है.",फिल्म एंट्री मैसी हुई में है। देवगन की की अजय विक्रांत 'चौहान',,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1012,CA_WORD_03_Jumbling,hi,देश भर में बिहार के अस्थायी प्रवासियों को जागरूक करने के लिए 246 समाचार पत्रों में हिंदी पूर्ण-पृष्ठ विज्ञापन जारी किए गए थे।,पीआईबी की बिहार एसआईआर विज्ञप्ति में 246 समाचार पत्रों में हिंदी में अखिल भारतीय पूर्ण-पृष्ठ विज्ञापन जारी करने की जानकारी है।,के विज्ञापन थे। बिहार करने देश में 246 भर जागरूक पत्रों पूर्ण-पृष्ठ को लिए गए समाचार किए में प्रवासियों जारी के हिंदी अस्थायी,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1013,CA_WORD_03_Jumbling,hi,शनिवार को व्यास घाटी से फंसे पर्यटकों को सुरक्षित निकाल लिया गया था।,लेख में शनिवार को व्यास घाटी से पर्यटकों के निकाले जाने का उल्लेख है।,गया शनिवार को फंसे को से व्यास पर्यटकों था। लिया निकाल घाटी सुरक्षित,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1014,CA_WORD_03_Jumbling,hi,लोकसभा चुनाव 2024 के सातवें चरण में 57 संसदीय क्षेत्रों के लिए 63.88 प्रतिशत मतदान दर्ज किया गया।,पीआईबी की हिंदी विज्ञप्ति के अनुसार सातवें चरण में 57 संसदीय क्षेत्रों के लिए 63.88 प्रतिशत मतदान दर्ज हुआ।,दर्ज चरण संसदीय मतदान सातवें 57 किया गया। में लिए चुनाव क्षेत्रों लोकसभा प्रतिशत के 63.88 2024 के,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1015,CA_WORD_03_Jumbling,hi,फतेहपुर पुलिस ने दुष्कर्म के आरोपी ओवैश रजा को मुठभेड़ के बाद गिरफ्तार किया।,समाचार के अनुसार आरोपी के पास से अवैध तमंचा और कारतूस भी बरामद हुए।,ओवैश मुठभेड़ दुष्कर्म फतेहपुर के बाद के आरोपी पुलिस किया। को गिरफ्तार ने रजा,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1016,CA_WORD_03_Jumbling,hi,बिहार एसआईआर में बिना स्पष्ट आदेश के मसौदा मतदाता सूची से नाम हटाया जा सकता था।,पीआईबी की विज्ञप्ति में स्पष्ट है कि ईआरओ/एईआरओ के नोटिस और आदेश के बिना मसौदा सूची से कोई नाम नहीं हटाया जा सकता।,नाम स्पष्ट बिना मसौदा जा बिहार के में था। से हटाया एसआईआर मतदाता सकता सूची आदेश,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1017,CA_WORD_03_Jumbling,hi,आत्महत्या की बात करने वाले लोग हमेशा केवल ध्यान आकर्षित करने के लिए ऐसा कहते हैं।,"विश्व स्वास्थ्य संगठन के अनुसार, आत्महत्या की बात करने वाले लोग अक्सर मदद की गुहार लगा रहे होते हैं। इसे हमेशा एक चेतावनी संकेत (चेतावनी संकेत) के रूप में गंभीरता से लिया जाना चाहिए।",की केवल आत्महत्या ध्यान आकर्षित बात हैं। लिए करने ऐसा वाले कहते करने लोग के हमेशा,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1018,CA_WORD_03_Jumbling,hi,भूकंप के झटके महसूस होते ही लोग घरों और इमारतों से बाहर निकल आए।,लेख में लोगों के घरों और इमारतों से बाहर निकलने का उल्लेख किया गया है।,आए। लोग भूकंप होते घरों के इमारतों निकल से झटके ही महसूस बाहर और,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1019,CA_WORD_03_Jumbling,hi,जबलपुर क्रूज दुर्घटना के नाम पर फैलाया जा रहा है बांग्लादेश की कपताई झील का वीडियो।,"बरगी डैम हादसे के नाम पर बांग्लादेश का पुराना वीडियो वायरल। अभी हाल ही में 30 अप्रैल को जबलपुर के बरगी डैम में एक बड़ा क्रूज हादसा हुआ था। इसमें बच्चों और महिलाओं समेत कुल 13 लोगों की मौत हो गई थी। इसी घटना के संदर्भ में इंटरनेट पर वीडियो वायरल किया जा रहा है, जिसमें एक पर्यटक नाव झील के बीचों-बीच पलटी हुई दिखाई दे रही है और कुछ लोग जान बचाने के लिए चीख-पुकार कर रहे हैं। वीडियो शेयर करते हुए दावा किया जा रहा है कि यह उसी जबलपुर क्रूज हादसे का वीडियो है।  वायरल वीडियो फेसबुक पर इस कैप्शन के साथ साझा किया जा रहा है… कितना दर्दनाक हादसा हुआ है जबलपुर क्रूज हादसा @कुछ लोग क्रूज के साथ ही डूब गए कुछ लोग जबलपुर क्रूज हादसा फेसबुक पोस्ट।आर्काइव पोस्ट अनुसंधान से पता चलता है कि… हमने जांच की शुरुआत में वायरल वीडियो के कीफ्रेम को गूगल रिवर्स इमेज सर्च किया। परिणाम में हमें वायरल वीडियो का एक लंबा संस्करण मिला, जिसेन्यूज़ रिपोर्ट टुडेने 28 दिसंबर 2025 को फेसबुक पर पोस्ट किया था। इसमें बताया गया है कि यह घटना दिसंबर में बांग्लादेश के रंगमती जिले में घटी थी, जहां कपताई झील में एक पर्यटक नाव पलट गई थी। मिली जानकारी को आधार बनाते हुए हमने आगे की खोज की। अब हमें इस घटना से संबंधित मीडिया रिपोर्टें मिली। इनमेंबांग्लादेश टाइम्सके अनुसार , यह घटना 25 दिसंबर को हुई थी। एक अन्य बांग्लादेशी समाचार पत्र,बांग्ला ट्रिब्यूनके अनुसार, लकड़ी की नाव सुबालोंग बाजार क्षेत्र से लौट रही थी जब सिलचरिमुख के पास वह पलट गई। तभी आसपास मौजूद लोगों ने यात्रियों को बचा लिया। वहीं नाव में लगभग 20 से 22 लोग सवार थे, जिनमें से किसी ने भी लाइफ जैकेट नहीं पहनी थी, हालांकि किसी को चोट नहीं आई। रिपोर्ट में पुलिस के हवाले से बताया गया था कि घटना के समय नाव में अधिक लोग सवार थे। हमें 26 दिसंबर 2025 कोढाका ट्रिब्यूनके आधिकारिक यूट्यूब चैनल पर इस बारे में अपलोड की हुई वीडियो रिपोर्ट मिली। इसके साथ लिखे डिस्क्रिप्शन के अनुसार, यह घटना बांग्लादेश के रंगामती जिले की कप्ताई झील में हुई थी, जब 25 दिसंबर 2025 को पर्यटकों से भरी एक नाव ‘शिलचरिमुख’ स्थित रंगब्याश कैंप के पास पलट गई थी। लेकिन इस घटना में कोई हताहत नहीं हुआ था। बांग्लादेश की एक और मीडिया संस्थानProthomaloके यूट्यूब चैनल पर भी 26 दिसंबर 2025 को इस घटना से जुड़",जा झील है बांग्लादेश के नाम वीडियो। क्रूज फैलाया की कपताई दुर्घटना जबलपुर पर रहा का,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1020,CA_WORD_03_Jumbling,hi,पोषण अभियान 8 मार्च 2018 को शुरू किया गया था।,पीआईबी हिंदी प्रेस नोट में पोषण अभियान को 8 मार्च 2018 को शुरू किया गया प्रमुख बहु-मंत्रालयी मिशन बताया गया है।,शुरू अभियान 8 पोषण गया को 2018 मार्च था। किया,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1021,CA_WORD_03_Jumbling,hi,प्रधानमंत्री फसल बीमा योजना के क्षमता निर्माण के लिए 20 जनवरी 2025 को एनसीसीटी और फसल बीमा प्रभाग के बीच समझौता ज्ञापन हुआ था।,आधिकारिक पृष्ठ में पीएमएफबीवाई और आरडब्ल्यूबीसीआईएस के क्षमता निर्माण हेतु 20 जनवरी 2025 के समझौता ज्ञापन का उल्लेख है।,2025 बीमा फसल जनवरी क्षमता प्रधानमंत्री था। को के बीच योजना बीमा समझौता हुआ 20 प्रभाग और एनसीसीटी फसल ज्ञापन के लिए के निर्माण,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1022,CA_WORD_03_Jumbling,hi,बादल फटने के बाद किसी भी बचाव एजेंसी को तैनात नहीं किया गया।,"लेख में SDRF, सेना, NDRF और जिला प्रशासन के राहत कार्यों का उल्लेख है।",एजेंसी बाद किया तैनात के भी फटने नहीं किसी बचाव को बादल गया।,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1023,CA_WORD_03_Jumbling,hi,शोध में 2010 से 2020 के बीच हुई घटनाओं के आधार पर जोखिम वाले जिले और ब्लॉक चिह्नित किए गए।,लेख में जोखिम वाले क्षेत्रों की पहचान किए जाने की जानकारी दी गई है।,वाले के गए। आधार के 2010 चिह्नित शोध पर घटनाओं और 2020 बीच जिले में किए ब्लॉक से जोखिम हुई,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1024,CA_WORD_03_Jumbling,hi,दीपिका पादुकोण को मुंबई के एक अस्पताल में गंभीर हालत में भर्ती कराया गया है।,"द लल्लनटॉप ने ऐसी वायरल पोस्टों पर जांच करते हुए बताया कि अस्पताल, परिवार या अभिनेत्री की टीम से कोई पुष्टि नहीं मिली। रिपोर्ट में यह भी कहा गया कि दावा केवल अनवेरिफाइड पापाराजी पोस्टों पर आधारित था।",गया में हालत पादुकोण में को गंभीर भर्ती के है। एक दीपिका कराया मुंबई अस्पताल,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1025,CA_WORD_03_Jumbling,hi,मेनोपॉज (रजोनिवृत्ति) के बाद महिलाओं में एस्ट्रोजन हार्मोन की कमी के कारण ऑस्टियोपोरोसिस (हड्डियों का कमजोर होना) का खतरा बढ़ जाता है।,"मेनोपॉज के दौरान, महिला के शरीर में एस्ट्रोजन का उत्पादन कम हो जाता है, जो हड्डियों की रक्षा करने वाला एक हार्मोन है। इस तेजी से होने वाले अस्थि नुकसान से ऑस्टियोपोरोसिस हो सकता है।",होना) कमजोर हार्मोन (रजोनिवृत्ति) की खतरा जाता कारण का बाद (हड्डियों महिलाओं एस्ट्रोजन कमी के का में है। ऑस्टियोपोरोसिस के मेनोपॉज बढ़,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1026,CA_WORD_03_Jumbling,hi,"यदि किसी मतदाता के पास मतदाता पहचान पत्र न हो, तो वह मतदाता सूची में नाम होने पर आयोग द्वारा मान्य अन्य दस्तावेज दिखाकर मतदान कर सकता था।",पीआईबी की विज्ञप्ति में मतदाता सूची में नाम होने की स्थिति में आयोग-मान्य अन्य दस्तावेज दिखाकर मतदान करने की अनुमति का उल्लेख है।,"में सूची पत्र था। यदि अन्य दस्तावेज मतदाता वह मतदान आयोग पर नाम सकता हो, के मान्य द्वारा कर तो किसी होने मतदाता न मतदाता पहचान पास दिखाकर",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1027,CA_WORD_03_Jumbling,hi,लेख के अनुसार यमुनोत्री धाम में इस सीजन की पहली बर्फबारी नहीं हुई।,लेख में स्पष्ट रूप से पहली बर्फबारी होने की जानकारी दी गई है।,इस धाम की सीजन पहली में नहीं लेख यमुनोत्री अनुसार के बर्फबारी हुई।,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1028,CA_WORD_03_Jumbling,hi,"सड़क परिवहन मंत्रालय की रिपोर्ट के अनुसार खराब सड़कों, गड्ढों और निर्माण संबंधी खामियों के कारण भारत में हर दिन औसतन 80 लोगों की मौत हो रही है।","'रोड एक्सीडेंट्स इन इंडिया-2024' रिपोर्ट में कहा गया है कि केवल तेज रफ्तार या लापरवाही ही नहीं, बल्कि अधूरी सड़कें और गलत डिजाइन भी बड़ी संख्या में दुर्घटनाओं की वजह बन रहे हैं।","लोगों में भारत कारण है। की रही मंत्रालय खामियों के हो सड़कों, गड्ढों संबंधी सड़क औसतन खराब दिन रिपोर्ट निर्माण 80 हर परिवहन के अनुसार की और मौत",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1029,CA_WORD_03_Jumbling,hi,प्रधानमंत्री आवास योजना-शहरी 2.0 के तहत लगभग 96 प्रतिशत घर महिलाओं को आवंटित किए गए।,पीआईबी की हिंदी विज्ञप्ति में पीएमएवाई-यू 2.0 के तहत लगभग 96 प्रतिशत घर महिलाओं को आवंटित होने का उल्लेख है।,को प्रतिशत तहत घर 2.0 महिलाओं किए के आवंटित गए। योजना-शहरी प्रधानमंत्री 96 लगभग आवास,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1030,CA_WORD_03_Jumbling,hi,"विटामिन, खनिज और हर्बल डाइटरी सप्लीमेंट रोगों के इलाज या रोकथाम के लिए एफडीए द्वारा मंजूर होते हैं।","अमेरिकी खाद्य एवं औषधि प्रशासन के अनुसार विटामिन, खनिज, जड़ी-बूटियों और अन्य डाइटरी सप्लीमेंट को रोगों के इलाज या रोकथाम के लिए एफडीए मंजूरी नहीं देता।","सप्लीमेंट रोगों खनिज एफडीए विटामिन, हैं। के द्वारा या हर्बल इलाज और मंजूर रोकथाम डाइटरी लिए होते के",,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1031,CA_WORD_03_Jumbling,hi,एनडीएमए ने माणा क्षेत्र में स्थायी हिमस्खलन चेतावनी प्रणाली स्थापित करने के लिए नई राष्ट्रीय योजना की घोषणा की।,लेख में ऐसी किसी नई राष्ट्रीय योजना या घोषणा का उल्लेख नहीं है।,की। स्थायी चेतावनी माणा प्रणाली एनडीएमए की में नई हिमस्खलन योजना स्थापित क्षेत्र लिए करने राष्ट्रीय घोषणा ने के,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1032,CA_WORD_03_Jumbling,hi,भूकंप के बाद अब तक किसी बड़े जान-माल के नुकसान की सूचना नहीं मिली है।,लेख में स्पष्ट रूप से कहा गया है कि किसी बड़े नुकसान की सूचना नहीं है।,जान-माल नुकसान के अब बड़े सूचना मिली नहीं किसी के की है। बाद तक भूकंप,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1033,CA_WORD_03_Jumbling,hi,स्वच्छ भारत मिशन-ग्रामीण 2014 में शुरू किया गया था।,पीआईबी की हिंदी प्रेस नोट में स्वच्छ भारत मिशन-ग्रामीण को 2014 में शुरू किया गया मिशन बताया गया है।,गया 2014 स्वच्छ में शुरू था। मिशन-ग्रामीण भारत किया,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1034,CA_WORD_03_Jumbling,hi,दिल्ली पुलिस ने अंतरराज्यीय म्यूल सिम कार्ड रैकेट का भंडाफोड़ कर दो लोगों को गिरफ्तार किया।,पुलिस ने दो आरोपियों को गिरफ्तार किया जो साइबर अपराधियों को फर्जी तरीके से प्राप्त सिम कार्ड उपलब्ध कराते थे।,कर ने दो गिरफ्तार का रैकेट दिल्ली कार्ड सिम को म्यूल भंडाफोड़ पुलिस किया। अंतरराज्यीय लोगों,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1035,CA_WORD_03_Jumbling,hi,स्टार्टअप विलेज उद्यमिता कार्यक्रम दीनदयाल अंत्योदय योजना-राष्ट्रीय ग्रामीण आजीविका मिशन का उप-घटक है।,ग्रामीण विकास संबंधी विज्ञप्ति एसवीईपी को डीएवाई-एनआरएलएम का उप-घटक बताती है।,उद्यमिता स्टार्टअप कार्यक्रम उप-घटक ग्रामीण आजीविका अंत्योदय योजना-राष्ट्रीय है। का विलेज दीनदयाल मिशन,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1036,CA_WORD_03_Jumbling,hi,अमेरिकी संघीय सरकार ने वॉशिंगटन बाढ़ पीड़ितों के लिए 5 अरब डॉलर के राहत पैकेज की घोषणा की।,लेख में किसी राहत पैकेज या वित्तीय सहायता की घोषणा का उल्लेख नहीं है।,की। पैकेज ने राहत वॉशिंगटन पीड़ितों डॉलर संघीय अमेरिकी के के अरब सरकार बाढ़ की घोषणा लिए 5,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
1037,CA_WORD_03_Jumbling,hi,चीन के प्रदर्शनी में दिखाए गये बुलडोज़र का वीडियो यूपी में योगी आदित्यनाथ के जीत से जोड़कर हुआ वायरल ।,"इस वीडियो का उत्तर प्रदेश में योगी अदित्यानाथ के जीत से कोई संबंध नहीं है। यह वीडियो 2016 में एक व्यापार मेले में चीनी मैन्युफैक्चरिंग कंपनी द्वारा बुलडोजर स्टंट का है। उत्तर प्रदेश में चुनाव के रिजल्ट्स के बाद सोशल मीडिया पर बुलडोज़र के एक वीडियो को शेयर करते हुए दावा किया जा रहा है कि उत्तर प्रदेश में योगी आदित्यनाथ के जीत के बाद बुलडोज़र भी झूमते हुए दिख रहे है । दावा है कि लोग बुलडोजर से स्टंट कर योगी आदित्यनाथ की जीत का जश्न मना रहे हैं। योगी आदित्यनाथ के जीत और बुलडोज़र का क्या संबंध? उत्तर प्रदेश चुनाव के दौरान बुलडोज़र कई बारचर्चा का विषयबना । योगी आदित्यनाथ की चुनावी सभा में बुलडोजर नजर आया था जिसको लेकर उन्होंनेट्वीटभी किया था । इस ट्वीट का पलटजवाबदेते हुए सपा पार्टी प्रमुख अखिलेश यादव ने लिखा था “बुलडोज़र बाबा अब खाली होकर ‘बुल और डॉग’ से खेलेंगे।” बुलडोजर का इस्तेमाल अक्सर योगी आदित्यनाथ के प्रशासन के अपराध पर सख्ती के संबंध में भी उल्लेख किया गया है । यूपी के अधिकारियों ने तथाकथित माफियाओं के सदस्यों की अवैध संपत्तियों पर बुलडोज़र चला दिया था। वास्तव में, “बुलडोजर” को अपनी सरकार के लिए एकब्रांड बताते हुए, भाजपा के सीएम (योगी आदित्यनाथ) ने कहा कि “बुलडोजर एक्सप्रेसवे के लिए प्रभावी है और माफियाओं पर चलाने के लिए भी काफी प्रभावी है।” वायरल पोस्ट के कैप्शन में लिखा गया है कि “बुलडोजर बाबा जिंदाबाद Up में बुलडोजर की खुशी का ठिकाना नहीं !” फेसबुक पोस्ट।आर्काइव लिंक अनुसंधान से पता चलता है कि… जाँच की शुरुवात हमने इस वीडियो को छोटे की फ्रेम्स में बांटकर यांडेक्स पर रिवर्स इमेज सर्च करने से की । परिणाम में हमें यह वीडियो TCH के यूट्यूब चैनल पर मिला । इस वीडियो को 14 जुलाई 2017 को अपलोड किया गया था । इस वीडियो के कैप्शन के अनुसार यह वीडियो चीन से है जहाँ एक १७ टन की बुलडोज़र को एक टेक्नोलॉजी शो (Technology show) में नाचते हुए देखा गया था । इसी वीडियो को जानवरों 2016 में अपलोड करते हुए एक चैनल ने लिखा है कि “फोटोनलोवोल (fotonlovol ) व्हील लोडर डांसिंग” इसी वीडियो को2017में अपलोड कर एक चाइनिस यूट्यूब यूजर ने लिखा है कि यह बॉमा के एक प्रदर्शनी में डांस लोडर लोवोल का वीडियो है । बॉमा के इस प्रदर्शनी के बारें में ढूँढने पर हमें पता चला कि बॉमा कंस्ट्रक्शन मशीनरी, बि",के चीन गये में वायरल के बुलडोज़र योगी जीत आदित्यनाथ । जोड़कर यूपी प्रदर्शनी वीडियो हुआ में का दिखाए से,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
